Year,LOG,Date,WOTY,Time Set,Time Collected,Municipality,City/Town,Site,Site Habitat,Species,#Females,#Males,Life Stage,Trap,Attractant Used
2018,BG,7/2-7/9,27/28,,,Des Moines County,Burlington,825 Sycamore St,Residential ,Ae trivittatus,1,0,Adult,BG Sentinal,BG Lure
2018,BG,7/9-7/16,28/29,,,Des Moines County,Burlington,825 Sycamore St,Residential,Ae vexans,1,0,Adult,BG Sentinal,BG Lure
2018,BG,7/9-7/11,28/29,,,Des Moines County,Burlington,825 Sycamore St,Residential,An quadrimaculatus,1,0,Adult,BG Sentinal,BG Lure
2018,BG,7/16-7/23,29/30,,,Des Moines County,Burlington,825 Sycamore St,Residential,Ae albopictus,1,0,Adult,BG Sentinal,BG Lure
2018,BG,7/16-7/23,29/30,,,Des Moines County,Burlington,825 Sycamore St,Residential,Ae vexans,1,0,Adult,BG Sentinal,BG Lure
2018,BG,7/16-7/23,29/30,,,Des Moines County,Burlington,825 Sycamore St,Residential,Cx pipiens group,1,2,Adult,BG Sentinal,BG Lure
2018,BG,5/30-6/1,22,,,Johnson County,Iowa City,City Park,Park,N/A,0,,Adult,BG Sentinal,BG Lure
2018,BG,5/30-6/1,22,,,Johnson County,Iowa City,City Park,Park,N/A,0,0,Adult,BG Sentinal,BG Lure
2018,BG,6/6-6/8,23,,,Johnson County,Iowa City,City Park,Park,Cx pipiens group,2,0,Adult,BG Sentinal,BG Lure
2018,BG,6/6-6/8,23,,,Johnson County,Iowa City,City Park,Park,Cx restuans,1,0,Adult,BG Sentinal,BG Lure
2018,BG,6/4-6/6,23,,,Johnson County,Iowa City,City Park,Park,N/A,0,0,Adult,BG Sentinal,BG Lure
2018,BG,6/11-6/13,24,,,Johnson County,Iowa City,City Park,Park,N/A,0,0,Adult,BG Sentinal,BG Lure
2018,BG,6/13-6/15,24,,,Johnson County,Iowa City,City Park,Park,N/A,0,0,Adult,BG Sentinal,BG Lure
2018,BG,6/18-6/20,25,,,Johnson County,Iowa City,City Park,Park,N/A,0,0,Adult,BG Sentinal,BG Lure
2018,BG,6/20-6/22,25,,,Johnson County,Iowa City,City Park,Park,N/A,0,0,Adult,BG Sentinal,BG Lure
2018,BG,7/5-7/6,27,,,Johnson County,Iowa City,City Park,Park,Ae triseriatus,1,0,Adult,BG Sentinal,BG Lure
2018,BG,7/6-7/9,27,,,Johnson County,Iowa City,City Park,Park,Ae triseriatus,1,0,Adult,BG Sentinal,BG Lure
2018,BG,7/2-7/5,27,,,Johnson County,Iowa City,City Park,Park,Ae trivittatus,4,0,Adult,BG Sentinal,BG Lure
2018,BG,7/6-7/9,27,,,Johnson County,Iowa City,City Park,Park,Ae trivittatus,1,0,Adult,BG Sentinal,BG Lure
2018,BG,7/2-7/5,27,,,Johnson County,Iowa City,City Park,Park,Ae vexans,1,0,Adult,BG Sentinal,BG Lure
2018,BG,7/2-7/5,27,,,Johnson County,Iowa City,City Park,Park,An quadrimaculatus,1,0,Adult,BG Sentinal,BG Lure
2018,BG,7/2-7/5,27,,,Johnson County,Iowa City,City Park,Park,Cx pipiens group,1,0,Adult,BG Sentinal,BG Lure
2018,BG,7/9-7/11,28,,,Johnson County,Iowa City,City Park,Park,Ae species,1,0,Adult,BG Sentinal,BG Lure
2018,BG,7/11-7/13,28,,,Johnson County,Iowa City,City Park,Park,Ae triseriatus,1,1,Adult,BG Sentinal,BG Lure
2018,BG,7/13-7/16,28,,,Johnson County,Iowa City,City Park,Park,N/A,0,0,Adult,BG Sentinal,BG Lure
2018,BG,7/16-7/18,29,,,Johnson County,Iowa City,City Park,Park,Ae triseriatus,3,0,Adult,BG Sentinal,BG Lure
2018,BG,7/16-7/18,29,,,Johnson County,Iowa City,City Park,Park,Ae trivittatus,1,0,Adult,BG Sentinal,BG Lure
2018,BG,7/16-7/18,29,,,Johnson County,Iowa City,City Park,Park,An quadrimaculatus,1,0,Adult,BG Sentinal,BG Lure
2018,BG,7/18-7/20,29,,,Johnson County,Iowa City,City Park,Park,An quadrimaculatus,1,0,Adult,BG Sentinal,BG Lure
2018,BG,7/20-7/23,29,,,Johnson County,Iowa City,City Park,Park,N/A,0,0,Adult,BG Sentinal,BG Lure
2018,BG,7/27-7/30,30,,,Johnson County,Iowa City,City Park,Park,Ae triseriatus,2,0,Adult,BG Sentinal,BG Lure
2018,BG,7/23-7/25,30,,,JOhnson County,Iowa City,City Park,Park,N/A,0,0,Adult,BG Sentinal,BG Lure
2018,BG,7/25-7/27,30,,,Johnson County,Iowa City,City Park,Park,N/A,0,0,Adult,BG Sentinal,BG Lure
2018,BG,8/6-8/8,32,,,Johnson County,Iowa City,City Park,Park,N/A,0,0,Adult,BG Sentinal,BG Lure
2018,BG,8/8-8/10,32,,,Johnson County,Iowa City,City Park,Park,Ae triseriatus,1,0,Adult,BG Sentinal,BG Lure
2018,BG,8/10-8/13,32,,,Johnson County,Iowa City,City Park,Park,N/A,0,0,Adult,BG Sentinal,BG Lure
2018,BG,8/13-8/15,33,,,Johnson County,Iowa City,City Park,Park,Ae trivittatus,1,0,Adult,BG Sentinal,BG Lure
2018,BG,8/13-8/15,33,,,Johnson County,Iowa City,City Park,Park,Cx pipiens,1,0,Adult,BG Sentinal,BG Lure
2018,BG,8/17-8/20,33,,,Johnson County,Iowa City,City Park,Park,N/A,0,0,Adult,BG Sentinal,BG Lure
2018,BG,6/1-6/4,22/23,,,Johnson County,Iowa City,City Park,Park,N/A,0,0,Adult,BG Sentinal,BG Lure
2018,BG,6/8-6/11,23/24,,,Johnson County,Iowa City,City Park,Park,N/A,0,0,Adult,BG Sentinal,BG Lure
2018,BG,6/15-6/18,24/25,,,Johnson County,Iowa City,City Park,Park,Ae triseriatus,1,0,Adult,BG Sentinal,BG Lure
2018,BG,6/15-6/18,24/25,,,Johnson County,Iowa City,City Park,Park,Ae trivittatus,1,0,Adult,BG Sentinal,BG Lure
2018,BG,6/15-6/18,24/25,,,Johnson County,Iowa City,City Park,Park,Ae vexans,1,0,Adult,BG Sentinal,BG Lure
2018,BG,6/15-6/18,24/25,,,Johnson County,Iowa City,City Park,Park,Cx pipiens group,1,0,Adult,BG Sentinal,BG Lure
2018,BG,8/1-8/6,31/32,,,Johnson County,Iowa City,City Park,Park,N/A,0,0,Adult,BG Sentinal,BG Lure
2018,BG,8/22-8/24,34,,,Johnson County,Iowa City,City Park,Park,N/A,0,0,Adult,BG Sentinal,BG Lure
2018,BG,8/24-8/27,34,,,Johnson County,Iowa City,City Park,Park,Ae triseriatus,1,0,Adult,BG Sentinal,BG Lure
2018,BG,8/24-8/27,34,,,Johnson County,Iowa City,City Park,Park,An punctipennis,1,0,Adult,BG Sentinal,BG Lure
2018,BG,8/27-8/29,34,,,Johnson County,Iowa City,City Park,Park,An punctipennis,1,0,Adult,BG Sentinal,BG Lure
2018,BG,8/31-9/4,35,,,Johnson County,Iowa City,City Park,Park,N/A,0,0,Adult,BG Sentinal,BG Lure
2018,BG,8/29-8/31,35,,,Johnson County,Iowa City,City Park,Park,N/A,0,0,Adult,BG Sentinal,BG Lure
2018,BG,9/4-9/5,36,,,Johnson County,Iowa City,City Park,Park,N/A,0,0,Adult,BG Sentinal,BG Lure
2018,BG,9/5-9/7,36,,,Johnson County,Iowa City,City Park,Park,N/A,0,0,Adult,BG Sentinal,BG Lure
2018,BG,9/7-9/12,36/37,,,Johnson County,Iowa City,City Park,Park,Ae vexans,7,2,Adult,BG Sentinal,BG Lure
2018,BG,9/7-9/12,36/37,,,Johnson County,Iowa City,City Park,Park,Ae japonicus,1,0,Adult,BG Sentinal,BG Lure
2018,BG,9/7-9/12,36/37,,,Johnson County,Iowa City,City Park,Park,Ae triseriatus,1,0,Adult,BG Sentinal,BG Lure
2018,BG,9/7-9/12,36/37,,,Johnson County,Iowa City,City Park,Park,An quadrimaculatus,2,0,Adult,BG Sentinal,BG Lure
2018,BG,9/12-9/14,37,,,Johnson County,Iowa City,City Park,Park,Ae vexans,10,13,Adult,BG Sentinal,BG Lure
2018,BG,9/12-9/14,37,,,Johnson County,Iowa City,City Park,Park,An quadrimaculatus,1,0,Adult,BG Sentinal,BG Lure
2018,BG,9/17-9/19,38,,,Johnson County,Iowa City,City Park,Park,Ae vexans,5,3,Adult,BG Sentinal,BG Lure
2018,BG,9/17-9/19,38,,,Johnson County,Iowa City,City Park,Park,Cx pipiens group,0,1,Adult,BG Sentinal,BG Lure
2018,BG,9/19-9/21,38,,,Johnson County,Iowa City,City Park,Park,Ae vexans,10,2,Adult,BG Sentinal,BG Lure
2018,BG,9/19-9/21,38,,,Johnson County,Iowa City,City Park,Park,Ae triseriatus,5,0,Adult,BG Sentinal,BG Lure
2018,BG,9/19-9/21,38,,,Johnson County,Iowa City,City Park,Park,An species,1,0,Adult,BG Sentinal,BG Lure
2018,BG,9/21-9/24,38,,,Johnson County,Iowa City,City Park,Park,Ae vexans,6,4,Adult,BG Sentinal,BG Lure
2018,BG,9/21-9/24,38,,,Johnson County,Iowa City,City Park,Park,Cx pipiens group,0,1,Adult,BG Sentinal,BG Lure
2018,BG,9/24-9/26,39,,,Johnson County,Iowa City,City Park,Park,N/A,0,0,Adult,BG Sentinal,BG Lure
2018,BG,9/26-9/28,39,,,Johnson County,Iowa City,City Park,Park,Ae vexans,5,12,Adult,BG Sentinal,BG Lure
2018,BG,9/26-9/28,39,,,Johnson County,Iowa City,City Park,Park,Cx pipiens group,0,3,Adult,BG Sentinal,BG Lure
2018,BG,9/26-9/28,39,,,Johnson County,Iowa City,City Park,Park,Ae species,1,0,Adult,BG Sentinal,BG Lure
2018,BG,9/26-9/28,39,,,Johnson County,Iowa City,City Park,Park,An species,1,0,Adult,BG Sentinal,BG Lure
2018,BG,6/22-6/25,26,,,Johnson County,Iowa City,City Park ,Park,Ae vexans,2,0,Adult,BG Sentinal,BG Lure
2018,BG,6/25-6/27,26,,,Johnson County,Iowa City,City Park ,Park,N/A,0,0,Adult,BG Sentinal,BG Lure
2018,BG,6/27-6/29,26,,,Johnson County,Iowa City,City Park ,Park,N/A,0,0,Adult,BG Sentinal,BG Lure
2018,BG,6/29-7/2,26/27,,,Johnson County,Iowa City,City Park ,Park,N/A,0,0,Adult,BG Sentinal,BG Lure
2018,BG,8/31-9/4,35,,,Jefferson County,Fairfield,Country Rd Dept,Industrial,Ae sollicitans,0,1,Adult,BG Sentinal,BG Lure
2018,BG,9/4-9/5,35/36,,,Jefferson County,Fairfield,Country Rd Dept,Industrial,N/A,0,0,Adult,BG Sentinal,BG Lure
2018,BG,9/5-9/7,36,,,Jefferson County,Fairfield,Country Rd Dept,Industrial,Ae japonicus,1,0,Adult,BG Sentinal,BG Lure
2018,BG,9/7-9/10,36/37,,,Jefferson County,Fairfield,Country Rd Dept,Industrial,Ae atropalpus,3,1,Adult,BG Sentinal,BG Lure
2018,BG,9/7-9/10,36/37,,,Jefferson County,Fairfield,Country Rd Dept,Industrial,Ae triseriatus,1,0,Adult,BG Sentinal,BG Lure
2018,BG,8/27-8/29,35,,,Jefferson County,Fairfield,Country Rd Dept,Industrial,N/A,0,0,Adult,BG Sentinal,BG Lure
2018,BG,8/29-8/31,35,,,Jefferson County,Fairfield,Country Rd Dept,Industrial,Ae japonicus,1,0,Adult,BG Sentinal,BG Lure
2018,BG,8/29-8/31,35,,,Jefferson County,Fairfield,Country Rd Dept,Industrial,Ae atropalpus,3,0,Adult,BG Sentinal,BG Lure
2018,BG,8/29-8/31,35,,,Jefferson County,Fairfield,Country Rd Dept,Industrial,Ae triseriatus,2,0,Adult,BG Sentinal,BG Lure
2018,BG,9/10-9/12,37,,,Jefferson County,Fairfield,Country Rd Dept,Industrial,Ae vexans,0,2,Adult,BG Sentinal,BG Lure
2018,BG,9/12-9/14,37,,,Jefferson County,Fairfield,Country Rd Dept,Industrial,Ae atropalpus,3,0,Adult,BG Sentinal,BG Lure
2018,BG,9/12-9/14,37,,,Jefferson County,Fairfield,Country Rd Dept,Industrial,Ae triseriatus,1,0,Adult,BG Sentinal,BG Lure
2018,BG,9/14-9/17,37,,,Jefferson County,Fairfield,Country Rd Dept,Industrial,Ae vexans,1,1,Adult,BG Sentinal,BG Lure
2018,BG,9/14-9/17,37,,,Jefferson County,Fairfield,Country Rd Dept,Industrial,Ae atropalpus,5,2,Adult,BG Sentinal,BG Lure
2018,BG,9/14-9/17,37,,,Jefferson County,Fairfield,Country Rd Dept,Industrial,Cx pipiens group,2,0,Adult,BG Sentinal,BG Lure
2018,BG,9/17-9/19,38,,,Jefferson County,Fairfield,Country Rd Dept,Industrial,Ae triseriatus,2,0,Adult,BG Sentinal,BG Lure
2018,BG,9/19-9/21,38,,,Jefferson County,Fairfield,Country Rd Dept,Industrial,Ae atropalpus,4,3,Adult,BG Sentinal,BG Lure
2018,BG,9/21-9/24,38,,,Jefferson County,Fairfield,Country Rd Dept,Industrial,Ae vexans,5,0,Adult,BG Sentinal,BG Lure
2018,BG,9/21-9/24,38,,,Jefferson County,Fairfield,Country Rd Dept,Industrial,Ae atropalpus,4,8,Adult,BG Sentinal,BG Lure
2018,BG,9/21-9/24,38,,,Jefferson County,Fairfield,Country Rd Dept,Industrial,An quadrimaculatus,1,0,Adult,BG Sentinal,BG Lure
2018,BG,9/21-9/24,38,,,Jefferson County,Fairfield,Country Rd Dept,Industrial,Cx pipiens group,3,0,Adult,BG Sentinal,BG Lure
2018,BG,9/24-9/26,39,,,Jefferson County,Fairfield,Country Rd Dept,Industrial,Ae atropalpus,1,1,Adult,BG Sentinal,BG Lure
2018,BG,9/26-9/28,39,,,Jefferson County,Fairfield,Country Rd Dept,Industrial,Cx pipiens group,1,0,Adult,BG Sentinal,BG Lure
2018,BG,5/16-5/20,20,,,Jefferson County,Fairfield,County Rd dept,Industrial,Cx restuans,3,0,Adult,BG Sentinal,BG Lure
2018,BG,5/16-5/20,20,,,Jefferson County,Fairfield,County Rd dept,Industrial,Cx tarsalis,0,1,Adult,BG Sentinal,BG Lure
2018,BG,5/25-5/29,21,,,Jefferson County,Fairfield,County Rd dept,Industrial,Ae triseriatus,1,7,Adult,BG Sentinal,BG Lure
2018,BG,5/23-5/25,21,,,Jefferson County,Fairfield,County Rd dept,Industrial,Cx restuans,1,0,Adult,BG Sentinal,BG Lure
2018,BG,5/25-5/29,21,,,Jefferson County,Fairfield,County Rd dept,Industrial,Cx tarsalis,0,1,Adult,BG Sentinal,BG Lure
2018,BG,5/21-5/23,21,,,Jefferson County,Fairfield,County Rd dept,Industrial,N/A,0,0,Adult,BG Sentinal,BG Lure
2018,BG,5/29-5/31,22,,,Jefferson County,Fairfield,County Rd dept,Industrial,Ae triseriatus,2,0,Adult,BG Sentinal,BG Lure
2018,BG,5/31-6/4,22,,,Jefferson County,Fairfield,County Rd dept,Industrial,Ae triseriatus,1,0,Adult,BG Sentinal,BG Lure
2018,BG,5/31-6/4,22,,,Jefferson County,Fairfield,County Rd dept,Industrial,Ae vexans,1,0,Adult,BG Sentinal,BG Lure
2018,BG,5/29-5/31,22,,,Jefferson County,Fairfield,County Rd dept,Industrial,Cx restuans,3,0,Adult,BG Sentinal,BG Lure
2018,BG,5/31-6/4,22,,,Jefferson County,Fairfield,County Rd dept,Industrial,Cx restuans,2,0,Adult,BG Sentinal,BG Lure
2018,BG,6/6-6/8,23,,,Jefferson County,Fairfield,County Rd dept,Industrial,Ae triseriatus,2,0,Adult,BG Sentinal,BG Lure
2018,BG,6/8-6/11,23,,,Jefferson County,Fairfield,County Rd dept,Industrial,Ae triseriatus,1,0,Adult,BG Sentinal,BG Lure
2018,BG,6/4-6/6,23,,,Jefferson County,Fairfield,County Rd dept,Industrial,Cx pipiens group,2,0,Adult,BG Sentinal,BG Lure
2018,BG,6/8-6/11,23,,,Jefferson County,Fairfield,County Rd dept,Industrial,Cx pipiens group,1,0,Adult,BG Sentinal,BG Lure
2018,BG,6/6-6/8,23,,,Jefferson County,Fairfield,County Rd dept,Industrial,Cx restuans,1,0,Adult,BG Sentinal,BG Lure
2018,BG,6/13-6/15,24,,,Jefferson County,Fairfield,County Rd dept,Industrial,Ae triseriatus,1,0,Adult,BG Sentinal,BG Lure
2018,BG,6/15-6/18,24,,,Jefferson County,Fairfield,County Rd dept,Industrial,Ae triseriatus,1,1,Adult,BG Sentinal,BG Lure
2018,BG,6/11-6/17,24,,,Jefferson County,Fairfield,County Rd dept,Industrial,Cx pipiens group,1,0,Adult,BG Sentinal,BG Lure
2018,BG,6/11-6/17,24,,,Jefferson County,Fairfield,County Rd dept,Industrial,Cx restuans,2,0,Adult,BG Sentinal,BG Lure
2018,BG,6/15-6/18,24,,,Jefferson County,Fairfield,County Rd dept,Industrial,Cx salinarius,1,0,Adult,BG Sentinal,BG Lure
2018,BG,6/18-6/20,25,,,Jefferson County,Fairfield,County Rd dept,Industrial,Cx restuans,1,0,Adult,BG Sentinal,BG Lure
2018,BG,6/22-6/25,25,,,Jefferson County,Fairfield,County Rd dept,Industrial,Cx restuans,2,0,Adult,BG Sentinal,BG Lure
2018,BG,6/20-6/22,25,,,Jefferson County,Fairfield,County Rd dept,Industrial,N/A,0,0,Adult,BG Sentinal,BG Lure
2018,BG,6/25-6/27,25,,,Jefferson County,Fairfield,County Rd dept,Industrial,N/A,0,0,Adult,BG Sentinal,BG Lure
2018,BG,6/27-7/29,26,,,Jefferson County,Fairfield,County Rd dept,Industrial,Ae vexans,1,1,Adult,BG Sentinal,BG Lure
2018,BG,6/27-6/29,26,,,Jefferson County,Fairfield,County Rd dept,Industrial,Cx pipiens group,1,0,Adult,BG Sentinal,BG Lure
2018,BG,6/29-7/2,26,,,Jefferson County,Fairfield,County Rd dept,Industrial,Cx pipiens group,1,0,Adult,BG Sentinal,BG Lure
2018,BG,6/27-6/29,26,,,Jefferson County,Fairfield,County Rd dept,Industrial,Cx restuans,1,0,Adult,BG Sentinal,BG Lure
2018,BG,7/2-7/6,27,,,Jefferson County,Fairfield,County Rd Dept,Industrial,Ae triseriatus,2,0,Adult,BG Sentinal,BG Lure
2018,BG,7/6-7/9,27,,,Jefferson County,Fairfield,County Rd Dept,Industrial,Ae triseriatus,1,0,Adult,BG Sentinal,BG Lure
2018,BG,7/9-7/11,27,,,Jefferson County,Fairfield,County Rd Dept,Industrial,Ae triseriatus,0,1,Adult,BG Sentinal,BG Lure
2018,BG,7/9-7/11,27,,,Jefferson County,Fairfield,County Rd Dept,Industrial,Ae vexans,1,0,Adult,BG Sentinal,BG Lure
2018,BG,7/9-7/11,27,,,Jefferson County,Fairfield,County Rd Dept,Industrial,Ae vexans,1,1,Adult,BG Sentinal,BG Lure
2018,BG,7/6-7/9,27,,,Jefferson County,Fairfield,County Rd Dept,Industrial,Cx pipiens group,1,0,Adult,BG Sentinal,BG Lure
2018,BG,7/13-7/16,28,,,Jefferson County,Fairfield,County Rd Dept,Industrial,Ae vexans,3,2,Adult,BG Sentinal,BG Lure
2018,BG,7/13-7/16,28,,,Jefferson County,Fairfield,County Rd Dept,Industrial,Cx restuans,1,0,Adult,BG Sentinal,BG Lure
2018,BG,7/18-7/20,29,,,Jefferson County,Fairfield,County Rd Dept,Industrial,N/A,0,0,Adult,BG Sentinal,BG Lure
2018,BG,7/16-7/18,29,,,Jefferson County,Fairfield,County Rd Dept,Industrial,Ae triseriatus,1,0,Adult,BG Sentinal,BG Lure
2018,BG,7/16-7/18,29,,,Jefferson County,Fairfield,County Rd Dept,Industrial,Cx restuans,1,0,Adult,BG Sentinal,BG Lure
2018,BG,7/20-7/23,29,,,Jefferson County,Fairfield,County Rd Dept,Industrial,Ae trivittatus,1,0,Adult,BG Sentinal,BG Lure
2018,BG,7/23-7/25,30,,,Jefferson County,Fairfield,County Rd Dept,Industrial,Ae vexans,0,1,Adult,BG Sentinal,BG Lure
2018,BG,7/27-7/30,30,,,Jefferson County,Fairfield,County Rd Dept,Industrial,N/A,0,0,Adult,BG Sentinal,BG Lure
2018,BG,7/25-7/27,30,,,Jefferson County,Fairfield,County Rd Dept,Industrial,Ae japonicus,1,0,Adult,BG Sentinal,BG Lure
2018,BG,8/6-8/8,32,,,Jefferson County,Fairfield,County Rd dept,Industrial,N/A,0,0,Adult,BG Sentinal,BG Lure
2018,BG,8/8-8/10,32,,,Jefferson County,Fairfield,County Rd dept,Industrial,Ae triseriatus,2,0,Adult,BG Sentinal,BG Lure
2018,BG,8/8-8/10,32,,,Jefferson County,Fairfield,County Rd dept,Industrial,Cx pipiens group,1,0,Adult,BG Sentinal,BG Lure
2018,BG,8/8-8/10,32,,,Jefferson County,Fairfield,County Rd dept,Industrial,Ae species ??,1,0,Adult,BG Sentinal,BG Lure
2018,BG,7/30-8/6,31/32,,,Jefferson County,Fairfield,County Rd dept,Industrial,Ae triseriatus,1,0,Adult,BG Sentinal,BG Lure
2018,BG,7/30-8/6,31/32,,,Jefferson County,Fairfield,County Rd dept,Industrial,Cx pipiens group,2,0,Adult,BG Sentinal,BG Lure
2018,BG,8/10-8/13,32/33,,,Jefferson County,Fairfield,County Rd dept,Industrial,Ae c. canadensis,1,0,Adult,BG Sentinal,BG Lure
2018,BG,8/10-8/13,32/33,,,Jefferson County,Fairfield,County Rd dept,Industrial,Ae triseriatus,1,0,Adult,BG Sentinal,BG Lure
2018,BG,8/13-8/15,33,,,Jefferson County,Fairfield,County Rd dept,Industrial,Ae vexans,0,1,Adult,BG Sentinal,BG Lure
2018,BG,8/13-8/15,33,,,Jefferson County,Fairfield,County Rd dept,Industrial,Ae triseriatus,0,1,Adult,BG Sentinal,BG Lure
2018,BG,8/15-8/17,33,,,Jefferson County,Fairfield,County Rd dept,Industrial,Ae vexans,0,1,Adult,BG Sentinal,BG Lure
2018,BG,8/15-8/17,33,,,Jefferson County,Fairfield,County Rd dept,Industrial,Ae japonicus,1,0,Adult,BG Sentinal,BG Lure
2018,BG,8/15-8/17,33,,,Jefferson County,Fairfield,County Rd dept,Industrial,Ae triseriatus,1,0,Adult,BG Sentinal,BG Lure
2018,BG,8/17-8/20,33,,,Jefferson County,Fairfield,County Rd dept,Industrial,Ae vexans,1,0,Adult,BG Sentinal,BG Lure
2018,BG,8/17-8/20,33,,,Jefferson County,Fairfield,County Rd dept,Industrial,Ae triseriatus,2,0,Adult,BG Sentinal,BG Lure
2018,BG,8/17-8/20,33,,,Jefferson County,Fairfield,County Rd dept,Industrial,An quadrimaculatus,2,0,Adult,BG Sentinal,BG Lure
2018,BG,8/17-8/20,33,,,Jefferson County,Fairfield,County Rd dept,Industrial,Cx pipiens group,1,0,Adult,BG Sentinal,BG Lure
2018,BG,8/20-8/22,34,,,Jefferson County,Fairfield,County Rd dept,Industrial,An punctipennis,0,1,Adult,BG Sentinal,BG Lure
2018,BG,8/22-8/24,34,,,Jefferson County,Fairfield,County Rd dept,Industrial,Ae triseriatus,1,0,Adult,BG Sentinal,BG Lure
2018,BG,8/22-8/24,34,,,Jefferson County,Fairfield,County Rd dept,Industrial,Ae vexans,1,0,Adult,BG Sentinal,BG Lure
2018,BG,8/24-8/27,34,,,Jefferson County,Fairfield,County Rd dept,Industrial,Ae japonicus,4,1,Adult,BG Sentinal,BG Lure
2018,BG,5/16-5/21,20,,,Louisa County,Wapello,Flaming Prairie,Park ,N/A,0,0,Adult,BG Sentinal,BG Lure
2018,BG,5/21-5/23,21,,,Louisa County,Wapello,Flaming Prairie,Park ,Ae vexans,9,0,Adult,BG Sentinal,BG Lure
2018,BG,5/23-5/25,21,,,Louisa County,Wapello,Flaming Prairie,Park ,Ae vexans,730,0,Adult,BG Sentinal,BG Lure
2018,BG,5/21-5/23,21,,,Louisa County,Wapello,Flaming Prairie,Park ,An punctipennis,1,0,Adult,BG Sentinal,BG Lure
2018,BG,5/23-5/25,21,,,Louisa County,Wapello,Flaming Prairie,Park ,An punctipennis,8,2,Adult,BG Sentinal,BG Lure
2018,BG,5/21-5/23,21,,,Louisa County,Wapello,Flaming Prairie,Park ,An quadrimaculatus,1,0,Adult,BG Sentinal,BG Lure
2018,BG,5/21-5/23,21,,,Louisa County,Wapello,Flaming Prairie,Park ,Cx pipiens group,1,0,Adult,BG Sentinal,BG Lure
2018,BG,5/23-5/25,21,,,Louisa County,Wapello,Flaming Prairie,Park ,Cx pipiens group,20,15,Adult,BG Sentinal,BG Lure
2018,BG,5/23-5/25,21,,,Louisa County,Wapello,Flaming Prairie,Park ,Cx restuans,11,4,Adult,BG Sentinal,BG Lure
2018,BG,5/30-6/1,22,,,Louisa County,Wapello,Flaming Prairie,Park ,Ae trivittatus,4,0,Adult,BG Sentinal,BG Lure
2018,BG,6/1-6/4,22,,,Louisa County,Wapello,Flaming Prairie,Park ,Ae trivittatus,1,0,Adult,BG Sentinal,BG Lure
2018,BG,5/30-6/1,22,,,Louisa County,Wapello,Flaming Prairie,Park ,Ae vexans,268,23,Adult,BG Sentinal,BG Lure
2018,BG,5/30-6/1,22,,,Louisa County,Wapello,Flaming Prairie,Park ,An punctipennis,7,3,Adult,BG Sentinal,BG Lure
2018,BG,6/1-6/4,22,,,Louisa County,Wapello,Flaming Prairie,Park ,An punctipennis,1,0,Adult,BG Sentinal,BG Lure
2018,BG,5/30-6/1,22,,,Louisa County,Wapello,Flaming Prairie,Park ,Cx pipiens group,5,3,Adult,BG Sentinal,BG Lure
2018,BG,5/30-6/1,22,,,Louisa County,Wapello,Flaming Prairie,Park ,Cx restuans,6,3,Adult,BG Sentinal,BG Lure
2018,BG,6/1-6/4,22,,,Louisa County,Wapello,Flaming Prairie,Park ,Cx restuans,1,0,Adult,BG Sentinal,BG Lure
2018,BG,6/4-6/6,23,,,Louisa County,Wapello,Flaming Prairie,Park ,Ae vexans,4,0,Adult,BG Sentinal,BG Lure
2018,BG,6/4-6/6,23,,,Louisa County,Wapello,Flaming Prairie,Park ,An punctipennis,5,0,Adult,BG Sentinal,BG Lure
2018,BG,6/8-6/11,24,,,Louisa County,Wapello,Flaming Prairie,Park ,Ae species,3,0,Adult,BG Sentinal,BG Lure
2018,BG,6/15-6/18,24,,,Louisa County,Wapello,Flaming Prairie,Park ,Ae triseriatus,3,0,Adult,BG Sentinal,BG Lure
2018,BG,6/6-6/8,24,,,Louisa County,Wapello,Flaming Prairie,Park ,Ae triseriatus,12,0,Adult,BG Sentinal,BG Lure
2018,BG,6/11-6/13,24,,,Louisa County,Wapello,Flaming Prairie,Park ,Ae trivittatus,1,0,Adult,BG Sentinal,BG Lure
2018,BG,6/13-6/15,24,,,Louisa County,Wapello,Flaming Prairie,Park ,Ae trivittatus,1,0,Adult,BG Sentinal,BG Lure
2018,BG,6/15-6/18,24,,,Louisa County,Wapello,Flaming Prairie,Park ,Ae trivittatus,2,0,Adult,BG Sentinal,BG Lure
2018,BG,6/8-6/11,24,,,Louisa County,Wapello,Flaming Prairie,Park ,Ae trivittatus,1,0,Adult,BG Sentinal,BG Lure
2018,BG,6/11-6/13,24,,,Louisa County,Wapello,Flaming Prairie,Park ,Ae vexans,1,0,Adult,BG Sentinal,BG Lure
2018,BG,6/15-6/18,24,,,Louisa County,Wapello,Flaming Prairie,Park ,Ae vexans,8,0,Adult,BG Sentinal,BG Lure
2018,BG,6/6-6/8,24,,,Louisa County,Wapello,Flaming Prairie,Park ,Ae vexans,10,0,Adult,BG Sentinal,BG Lure
2018,BG,6/8-6/11,24,,,Louisa County,Wapello,Flaming Prairie,Park ,Ae vexans,9,0,Adult,BG Sentinal,BG Lure
2018,BG,6/13-6/15,24,,,Louisa County,Wapello,Flaming Prairie,Park ,An punctipennis,1,1,Adult,BG Sentinal,BG Lure
2018,BG,6/6-6/8,24,,,Louisa County,Wapello,Flaming Prairie,Park ,An punctipennis,5,0,Adult,BG Sentinal,BG Lure
2018,BG,6/8-6/11,24,,,Louisa County,Wapello,Flaming Prairie,Park ,An punctipennis,3,0,Adult,BG Sentinal,BG Lure
